Azactam (1000 mg),https://www.medindia.net/drug-price/aztreonam/azactam-1000-mg.htm
Azactam (1g),https://www.medindia.net/drug-price/aztreonam/azactam-1g.htm
Azactam (2000 mg),https://www.medindia.net/drug-price/aztreonam/azactam-2000-mg.htm
Azactam (2g),https://www.medindia.net/drug-price/aztreonam/azactam-2g.htm
Azenam,https://www.medindia.net/drug-price/aztreonam/azenam.htm
Azenam (1000 mg),https://www.medindia.net/drug-price/aztreonam/azenam-1000-mg.htm
Azenam (2 gm),https://www.medindia.net/drug-price/aztreonam/azenam-2-gm.htm
Azenam (2000 mg),https://www.medindia.net/drug-price/aztreonam/azenam-2000-mg.htm
Azenam (250 mg),https://www.medindia.net/drug-price/aztreonam/azenam-250-mg.htm
Azenam (250 mg),https://www.medindia.net/drug-price/aztreonam/azenam-250-mg.htm
Azenam (500 mg),https://www.medindia.net/drug-price/aztreonam/azenam-500-mg.htm
Azenam (500 mg),https://www.medindia.net/drug-price/aztreonam/azenam-500-mg.htm
Azom,https://www.medindia.net/drug-price/aztreonam/azom-injection.htm
Azom (1000 mg),https://www.medindia.net/drug-price/aztreonam/azom-1000-mg.htm
Azom Injection (1000mg),https://www.medindia.net/drug-price/aztreonam/azom-injection-1000mg.htm
Azom Injection (500mg),https://www.medindia.net/drug-price/aztreonam/azom-injection-500mg.htm
Azotum,https://www.medindia.net/drug-price/aztreonam/azotum-injection.htm
Azotum (1000 mg),https://www.medindia.net/drug-price/aztreonam/azotum-1000-mg.htm
Azotum (2000 mg),https://www.medindia.net/drug-price/aztreonam/azotum-2000-mg.htm
Azotum (2gm),https://www.medindia.net/drug-price/aztreonam/azotum-2gm-injection.htm
Aztreo,https://www.medindia.net/drug-price/aztreonam/aztreo-injection.htm
Aztreo (0.5g),https://www.medindia.net/drug-price/aztreonam/aztreo-0-5g.htm
Aztreo (1 gm),https://www.medindia.net/drug-price/aztreonam/aztreo-1-gm-injection.htm
Aztreo (1000 mg),https://www.medindia.net/drug-price/aztreonam/aztreo-1000-mg.htm
Aztreo (1g),https://www.medindia.net/drug-price/aztreonam/aztreo-1g.htm
Aztreo (2 gm),https://www.medindia.net/drug-price/aztreonam/aztreo-2-gm-injection.htm
Aztreo (2000 mg),https://www.medindia.net/drug-price/aztreonam/aztreo-2000-mg.htm
Aztreo (2g),https://www.medindia.net/drug-price/aztreonam/aztreo-2g.htm
Aztreo (500 mg),https://www.medindia.net/drug-price/aztreonam/aztreo-500-mg.htm
Aztrone (1000 mg),https://www.medindia.net/drug-price/aztreonam/aztrone-1000-mg.htm
Aztrone (2000 mg),https://www.medindia.net/drug-price/aztreonam/aztrone-2000-mg.htm
Aztrone (500 mg),https://www.medindia.net/drug-price/aztreonam/aztrone-500-mg.htm
Azvzn (1000 mg,https://www.medindia.net/drug-price/aztreonam/azvzn-1000-mg.htm
Manvit (1000 mg),https://www.medindia.net/drug-price/aztreonam/manvit-1000-mg.htm
Manvit (2000 mg),https://www.medindia.net/drug-price/aztreonam/manvit-2000-mg.htm
Manvit (500 mg),https://www.medindia.net/drug-price/aztreonam/manvit-500-mg.htm
Qualitreo (1000 mg),https://www.medindia.net/drug-price/aztreonam/qualitreo-1000-mg.htm
Trezam,https://www.medindia.net/drug-price/aztreonam/trezam-injection.htm
Trezam (1 gm),https://www.medindia.net/drug-price/aztreonam/trezam-1-gm-injection.htm
Trezam (1000 mg),https://www.medindia.net/drug-price/aztreonam/trezam-1000-mg.htm
Trezam (1g),https://www.medindia.net/drug-price/aztreonam/trezam-1g.htm
Trezam (2 gm),https://www.medindia.net/drug-price/aztreonam/trezam-2-gm-injection.htm
Trezam (2000 mg),https://www.medindia.net/drug-price/aztreonam/trezam-2000-mg.htm
Trezam (250mg),https://www.medindia.net/drug-price/aztreonam/trezam-250mg.htm
Trezam (2g),https://www.medindia.net/drug-price/aztreonam/trezam-2g.htm
Trezam (500 mg),https://www.medindia.net/drug-price/aztreonam/trezam-500-mg.htm
Trezam (500mg),https://www.medindia.net/drug-price/aztreonam/trezam-500mg.htm
