Abcin (100mg),https://www.medindia.net/drug-price/amikacin/abcin-100mg.htm
Abcin (250mg),https://www.medindia.net/drug-price/amikacin/abcin-250mg.htm
Abcin (500mg),https://www.medindia.net/drug-price/amikacin/abcin-500mg.htm
Abiox (100mg),https://www.medindia.net/drug-price/amikacin/abiox-100mg.htm
Abiox (250mg),https://www.medindia.net/drug-price/amikacin/abiox-250mg.htm
Abiox (500mg),https://www.medindia.net/drug-price/amikacin/abiox-500mg.htm
Acean (100mg),https://www.medindia.net/drug-price/amikacin/acean-100mg.htm
Acean (500mg),https://www.medindia.net/drug-price/amikacin/acean-500mg.htm
Acil (100mg),https://www.medindia.net/drug-price/amikacin/acil-100mg.htm
Acil (250mg),https://www.medindia.net/drug-price/amikacin/acil-250mg.htm
Acil (500mg),https://www.medindia.net/drug-price/amikacin/acil-500mg.htm
Acin (50mg),https://www.medindia.net/drug-price/amikacin/acin-50mg.htm
Acin inj (250mg),https://www.medindia.net/drug-price/amikacin/acin-inj-250mg.htm
Adnet (100mg),https://www.medindia.net/drug-price/amikacin/adnet-100mg.htm
Aegmik (500mg),https://www.medindia.net/drug-price/amikacin/aegmik-500mg.htm
Aerocin (100mg),https://www.medindia.net/drug-price/amikacin/aerocin-100mg.htm
Aerocin (500mg),https://www.medindia.net/drug-price/amikacin/aerocin-500mg.htm
Aerosys (100mg),https://www.medindia.net/drug-price/amikacin/aerosys-100mg.htm
Aerosys (250mg),https://www.medindia.net/drug-price/amikacin/aerosys-250mg.htm
Aerosys (500mg),https://www.medindia.net/drug-price/amikacin/aerosys-500mg.htm
Afcin (100mg),https://www.medindia.net/drug-price/amikacin/afcin-100mg.htm
Afcin (250mg),https://www.medindia.net/drug-price/amikacin/afcin-250mg.htm
Afcin (500mg),https://www.medindia.net/drug-price/amikacin/afcin-500mg.htm
AGC (500mg),https://www.medindia.net/drug-price/amikacin/agc-500mg.htm
Akik (100mg),https://www.medindia.net/drug-price/amikacin/akik-100mg.htm
Akik (250mg),https://www.medindia.net/drug-price/amikacin/akik-250mg.htm
Akik (500mg),https://www.medindia.net/drug-price/amikacin/akik-500mg.htm
Alkacin (100mg),https://www.medindia.net/drug-price/amikacin/alkacin-100mg.htm
Alkacin (500mg),https://www.medindia.net/drug-price/amikacin/alkacin-500mg.htm
Alkanit (100mg),https://www.medindia.net/drug-price/amikacin/alkanit-100mg.htm
Alkanit (500mg),https://www.medindia.net/drug-price/amikacin/alkanit-500mg.htm
Allika (100mg),https://www.medindia.net/drug-price/amikacin/allika-100mg.htm
Allika (500mg),https://www.medindia.net/drug-price/amikacin/allika-500mg.htm
Almika (100mg),https://www.medindia.net/drug-price/amikacin/almika-100mg.htm
Almika (100mg) (Almed Drugs),https://www.medindia.net/drug-price/amikacin/almika-100mg-almed-drugs.htm
Almika (250mg),https://www.medindia.net/drug-price/amikacin/almika-250mg.htm
Almika (500mg),https://www.medindia.net/drug-price/amikacin/almika-500mg.htm
Almika (500mg) (Almed Drugs),https://www.medindia.net/drug-price/amikacin/almika-500mg-almed-drugs.htm
Alnamik (100mg),https://www.medindia.net/drug-price/amikacin/alnamik-100mg.htm
Alnamik (500mg),https://www.medindia.net/drug-price/amikacin/alnamik-500mg.htm
Alnamik Inj (100mg),https://www.medindia.net/drug-price/amikacin/alnamik-inj-100mg.htm
Alnamik Inj (500mg),https://www.medindia.net/drug-price/amikacin/alnamik-inj-500mg.htm
Ambiocin (100mg),https://www.medindia.net/drug-price/amikacin/ambiocin-100mg.htm
Ambiocin (250mg),https://www.medindia.net/drug-price/amikacin/ambiocin-250mg.htm
Ambiocin (500mg),https://www.medindia.net/drug-price/amikacin/ambiocin-500mg.htm
Amcan (100mg),https://www.medindia.net/drug-price/amikacin/amcan-100mg.htm
Amcan (500mg),https://www.medindia.net/drug-price/amikacin/amcan-500mg.htm
Amcil A (100mg),https://www.medindia.net/drug-price/amikacin/amcil-a-100mg.htm
Amcil A (250mg),https://www.medindia.net/drug-price/amikacin/amcil-a-250mg.htm
Amcil A (500mg),https://www.medindia.net/drug-price/amikacin/amcil-a-500mg.htm
Amcin (250mg),https://www.medindia.net/drug-price/amikacin/amcin-250mg.htm
Amcin (500mg),https://www.medindia.net/drug-price/amikacin/amcin-500mg.htm
Amcin (50mg),https://www.medindia.net/drug-price/amikacin/amcin-50mg.htm
Amexel (100mg),https://www.medindia.net/drug-price/amikacin/amexel-100mg.htm
Amexel (100mg/2ml),https://www.medindia.net/drug-price/amikacin/amexel-100mg-2ml.htm
Amexel (250mg),https://www.medindia.net/drug-price/amikacin/amexel-250mg.htm
Amexel (250mg/2ml),https://www.medindia.net/drug-price/amikacin/amexel-250mg-2ml.htm
Amexel (500mg),https://www.medindia.net/drug-price/amikacin/amexel-500mg.htm
Amexel (500mg/2ml),https://www.medindia.net/drug-price/amikacin/amexel-500mg-2ml.htm
AMG (100mg),https://www.medindia.net/drug-price/amikacin/amg-100mg.htm
AMG (500mg),https://www.medindia.net/drug-price/amikacin/amg-500mg.htm
AMI (100mg),https://www.medindia.net/drug-price/amikacin/ami-100mg.htm
AMI (500mg),https://www.medindia.net/drug-price/amikacin/ami-500mg.htm
Ami Sol (100mg),https://www.medindia.net/drug-price/amikacin/ami-sol-100mg.htm
Ami Sol (250mg),https://www.medindia.net/drug-price/amikacin/ami-sol-250mg.htm
Ami Sol (500mg),https://www.medindia.net/drug-price/amikacin/ami-sol-500mg.htm
Ami Tel (250mg),https://www.medindia.net/drug-price/amikacin/ami-tel-250mg.htm
Ami Tel (50mg),https://www.medindia.net/drug-price/amikacin/ami-tel-50mg.htm
Amiact (100mg),https://www.medindia.net/drug-price/amikacin/amiact-100mg.htm
Amiact (100mg),https://www.medindia.net/drug-price/amikacin/amiact-100mg.htm
Amiact (500mg),https://www.medindia.net/drug-price/amikacin/amiact-500mg.htm
